TrackID,ParticleName,Energy
1,U234,0
3,alpha,4.77454
761,opticalphoton,3.9356e-06
760,opticalphoton,3.6029e-06
759,opticalphoton,2.55204e-06
758,opticalphoton,3.55221e-06
757,opticalphoton,2.27208e-06
756,opticalphoton,3.07632e-06
755,opticalphoton,3.87015e-06
754,opticalphoton,2.74164e-06
753,opticalphoton,3.6407e-06
752,opticalphoton,3.08014e-06
751,opticalphoton,3.48183e-06
750,opticalphoton,3.90323e-06
749,opticalphoton,4.02077e-06
748,opticalphoton,2.54206e-06
747,opticalphoton,3.53818e-06
746,opticalphoton,3.81844e-06
745,opticalphoton,3.01174e-06
744,opticalphoton,2.81548e-06
743,opticalphoton,3.3091e-06
742,opticalphoton,3.51198e-06
741,opticalphoton,3.17921e-06
740,opticalphoton,3.42431e-06
739,opticalphoton,3.21058e-06
738,opticalphoton,3.7632e-06
737,opticalphoton,3.61142e-06
736,opticalphoton,3.52615e-06
735,opticalphoton,3.11972e-06
734,opticalphoton,3.58214e-06
733,opticalphoton,3.07007e-06
732,opticalphoton,3.28353e-06
731,opticalphoton,2.95438e-06
730,opticalphoton,3.62336e-06
729,opticalphoton,3.83308e-06
728,opticalphoton,3.55466e-06
727,opticalphoton,3.26667e-06
726,opticalphoton,2.60825e-06
725,opticalphoton,3.38037e-06
724,opticalphoton,3.17884e-06
723,opticalphoton,3.55547e-06
722,opticalphoton,3.25641e-06
721,opticalphoton,3.37235e-06
720,opticalphoton,3.5777e-06
719,opticalphoton,3.31308e-06
718,opticalphoton,2.87158e-06
717,opticalphoton,3.4406e-06
716,opticalphoton,3.41717e-06
715,opticalphoton,3.67692e-06
714,opticalphoton,3.86561e-06
713,opticalphoton,3.67265e-06
712,opticalphoton,2.93209e-06
711,opticalphoton,2.69525e-06
710,opticalphoton,3.78234e-06
709,opticalphoton,3.44701e-06
708,opticalphoton,3.09325e-06
707,opticalphoton,3.8852e-06
706,opticalphoton,2.86682e-06
705,opticalphoton,2.39117e-06
704,opticalphoton,2.17469e-06
703,opticalphoton,3.5361e-06
702,opticalphoton,3.32912e-06
701,opticalphoton,3.65275e-06
700,opticalphoton,2.41825e-06
699,opticalphoton,3.83563e-06
698,opticalphoton,3.4877e-06
697,opticalphoton,3.28854e-06
696,opticalphoton,3.22288e-06
695,opticalphoton,3.93144e-06
694,opticalphoton,2.83535e-06
693,opticalphoton,3.27542e-06
692,opticalphoton,3.56031e-06
691,opticalphoton,4.04212e-06
690,opticalphoton,3.15275e-06
689,opticalphoton,3.8477e-06
688,opticalphoton,3.82372e-06
687,opticalphoton,3.59975e-06
686,opticalphoton,2.79134e-06
685,opticalphoton,3.96614e-06
684,opticalphoton,2.88989e-06
683,opticalphoton,3.55536e-06
682,opticalphoton,3.78256e-06
681,opticalphoton,2.34805e-06
680,opticalphoton,3.96304e-06
679,opticalphoton,3.48568e-06
678,opticalphoton,3.63914e-06
677,opticalphoton,2.29662e-06
676,opticalphoton,3.07099e-06
675,opticalphoton,2.5647e-06
674,opticalphoton,3.80218e-06
673,opticalphoton,2.91771e-06
672,opticalphoton,3.4624e-06
671,opticalphoton,3.05227e-06
670,opticalphoton,2.44336e-06
669,opticalphoton,3.33447e-06
668,opticalphoton,3.40417e-06
667,opticalphoton,3.19981e-06
666,opticalphoton,3.55171e-06
665,opticalphoton,2.75537e-06
664,opticalphoton,3.41011e-06
663,opticalphoton,3.61843e-06
662,opticalphoton,3.77696e-06
661,opticalphoton,3.24852e-06
